Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-04-24,13.557,13.817,13.523,13.792,409641
2009-04-27,13.775,13.775,13.439,13.548,277070
2009-04-28,13.49,13.49,13.154,13.314,362234
2009-04-29,13.33,14.036,13.33,13.859,452079
2009-04-30,14.11,14.204,13.986,14.195,499801
2009-05-04,14.322,14.598,14.195,14.446,742603
2009-05-05,14.279,14.446,14.086,14.169,543546
2009-05-06,14.07,14.263,13.783,13.859,624974
2009-05-07,14.11,14.397,14.027,14.027,1350123
2009-05-08,14.237,14.245,13.909,14.11,512581
2009-05-11,14.169,14.195,13.859,14.195,249244
2009-05-12,14.279,15.01,14.195,14.783,852819
2009-05-13,15.093,15.093,14.237,14.279,422701
2009-05-14,13.851,13.901,13.531,13.758,839256
2009-05-15,13.734,13.825,13.607,13.691,268676
2009-05-18,13.591,14.145,13.591,14.145,208847
2009-05-19,14.279,14.472,14.154,14.279,621286
2009-05-20,14.288,14.7,14.279,14.279,648736
2009-05-21,14.279,14.446,13.944,13.951,211564
2009-05-22,13.951,14.322,13.951,14.187,216179
2009-05-25,14.364,14.438,14.254,14.438,238029
2009-05-26,14.322,14.7,14.304,14.65,233038
2009-05-27,14.783,15.338,14.783,15.33,881123
2009-05-28,15.362,16.363,15.287,15.791,728858
2009-05-29,16.084,16.522,15.791,15.875,1931264
2009-06-01,16.42,17.051,16.211,17.051,684925
2009-06-02,17.135,18.303,17.093,17.891,887815
2009-06-03,18.228,18.639,17.479,17.563,692321
2009-06-04,17.681,18.143,17.513,17.891,569531
2009-06-05,18.395,18.479,18.059,18.151,853520
2009-06-08,18.228,18.228,17.471,17.581,385295
2009-06-09,17.64,18.689,17.64,18.689,724457
2009-06-10,18.975,20.074,18.975,20.074,926386
2009-06-12,20.327,20.469,19.781,20.368,539469
2009-06-15,20.025,20.512,19.823,19.907,610933
2009-06-16,19.32,20.074,18.648,19.488,937908
2009-06-17,19.488,19.488,17.975,18.656,999455
2009-06-18,18.664,18.941,17.479,18.428,965893
2009-06-19,18.411,19.025,18.059,18.899,593645
2009-06-22,18.891,18.891,17.009,17.009,409029
2009-06-23,16.799,17.555,16.053,17.135,758194
2009-06-24,17.354,17.967,17.219,17.883,299234
2009-06-25,18.084,18.311,17.009,17.546,271042
2009-06-26,18.018,18.018,17.219,17.219,342228
2009-06-29,16.968,17.647,16.968,17.64,203166
2009-06-30,17.951,18.126,16.968,16.968,311948
2009-07-01,17.135,17.555,17.059,17.388,236137
2009-07-02,17.597,17.622,16.716,16.724,333106
2009-07-03,16.757,16.959,16.548,16.799,269024
2009-07-06,16.631,16.631,16.304,16.389,146587
2009-07-07,16.389,16.698,16.253,16.253,326968
2009-07-08,16.135,16.135,15.38,16.053,683918
2009-07-09,16.195,16.531,15.925,16.38,497448
2009-07-10,16.463,16.463,15.799,15.917,314543
2009-07-13,15.539,16.001,15.539,15.666,232987
2009-07-14,16.084,16.716,15.976,16.614,697000
2009-07-15,17.009,17.975,16.9,17.975,872104
2009-07-16,18.059,18.538,17.975,18.219,889588
2009-07-17,18.311,18.353,17.958,18.151,235512
2009-07-20,18.437,19.1,18.437,19.016,427702
2009-07-21,19.016,19.37,17.69,18.984,633649
2009-07-22,18.966,19.067,18.228,18.479,348514
2009-07-23,18.756,19.083,18.73,19.083,316208
2009-07-24,19.152,19.73,19.152,19.461,784477
2009-07-27,19.907,19.991,19.109,19.152,486424
2009-07-28,19.152,19.529,18.689,18.73,200056
2009-07-29,18.639,19.009,18.479,18.707,445406
2009-07-30,18.857,19.739,18.815,19.739,442728
2009-07-31,19.949,19.949,19.159,19.47,381840
2009-08-03,19.739,19.781,19.488,19.689,291155
2009-08-04,19.73,19.781,19.277,19.529,234837
2009-08-05,19.529,19.739,19.152,19.152,201885
2009-08-06,19.311,19.311,18.648,18.984,183865
2009-08-07,18.984,19.488,18.73,19.488,218851
2009-08-10,19.73,19.73,19.327,19.713,274148
2009-08-11,19.789,20.158,18.848,18.933,700937
2009-08-12,18.73,18.899,18.311,18.664,374927
2009-08-13,18.933,19.739,18.933,19.739,613292
2009-08-14,19.907,20.074,19.32,19.32,417030
2009-08-17,18.984,19.067,18.614,18.639,180561
2009-08-18,18.984,19.152,18.639,18.975,193717
2009-08-19,18.689,19.739,18.596,19.739,194659
2009-08-20,20.074,20.117,19.84,20.117,424127
2009-08-21,20.074,20.873,20.066,20.814,694833
2009-08-24,20.958,21.319,20.746,20.966,346014
2009-08-25,20.864,20.914,20.158,20.907,244119
2009-08-26,20.907,20.907,20.353,20.418,176710
2009-08-27,20.411,21.418,20.368,21.124,642318
2009-08-28,21.335,22.115,21.335,21.418,623154
2009-08-31,21.646,21.83,21.041,21.83,554426
2009-09-01,21.814,21.838,20.914,21.335,276283
2009-09-02,20.327,20.704,19.823,20.226,490763
2009-09-03,20.226,20.578,20.226,20.31,175637
2009-09-04,20.336,20.613,20.074,20.469,114547
2009-09-07,20.704,20.873,20.578,20.823,92645
2009-09-08,21.243,21.243,20.368,20.637,165090
2009-09-09,20.831,20.907,20.327,20.746,101435
2009-09-10,20.999,21.082,20.418,20.831,250498
2009-09-11,20.814,20.873,20.578,20.578,97325
2009-09-14,20.368,20.368,19.503,19.739,376968
2009-09-15,19.991,19.991,19.311,19.311,222763
2009-09-16,19.655,19.823,19.311,19.823,422982
2009-09-17,20.243,20.327,20.083,20.327,428697
2009-09-18,20.117,20.571,20.041,20.562,348470
2009-09-21,20.578,20.578,20.167,20.201,62867
2009-09-22,20.478,20.999,20.201,20.966,362852
2009-09-23,20.914,21.418,20.839,20.914,261125
2009-09-24,20.418,20.914,20.201,20.209,212772
2009-09-25,20.243,20.739,20.217,20.587,177090
2009-09-28,20.554,21.041,20.209,21.016,171387
2009-09-29,21.041,21.057,20.596,20.873,208322
2009-09-30,20.999,20.999,20.252,20.571,112987
2009-10-01,20.411,21.082,20.345,21.082,178585
2009-10-02,20.327,20.562,19.907,19.907,213812
2009-10-05,20.142,20.31,19.991,19.991,54360
2009-10-06,20.158,20.704,20.158,20.704,103432
2009-10-07,20.746,20.864,20.302,20.469,88521
2009-10-08,20.578,20.704,20.327,20.512,70225
2009-10-09,20.494,20.746,20.319,20.562,67412
2009-10-12,20.562,20.746,20.327,20.411,143070
2009-10-13,20.345,20.578,19.823,20.411,178205
2009-10-14,20.411,20.789,20.294,20.704,370551
2009-10-15,20.914,21.082,20.578,21.082,951133
2009-10-16,21.167,21.713,21.124,21.713,552911
2009-10-19,21.754,22.847,21.754,22.595,592858
2009-10-20,22.847,23.267,22.847,23.267,612895
2009-10-21,23.343,23.518,22.856,23.233,401728
2009-10-22,23.107,23.351,23.107,23.351,129466
2009-10-23,23.686,24.343,23.686,24.317,153743
2009-10-26,23.981,24.191,23.359,23.62,343437
2009-10-27,23.267,23.267,22.948,23.016,293425
2009-10-28,22.856,23.057,22.435,22.654,605837
2009-10-29,22.174,23.25,22.133,22.948,148491
2009-10-30,23.258,23.335,22.31,22.343,198610
2009-11-02,22.343,22.687,21.847,22.687,201889
2009-11-03,22.679,22.679,22.091,22.427,306195
2009-11-04,22.511,23.183,22.427,23.031,265409
2009-11-05,23.309,23.729,23.226,23.451,790797
2009-11-06,23.518,23.518,23.107,23.51,219196
2009-11-09,23.518,24.291,23.435,24.098,342071
2009-11-10,24.276,24.493,23.939,23.939,183149
2009-11-12,24.022,24.191,23.023,23.703,326511
2009-11-13,23.703,24.148,23.451,23.518,188376
2009-11-16,24.148,24.283,23.771,23.78,396214
2009-11-17,23.939,24.4,23.771,23.889,153640
2009-11-18,24.276,24.434,23.771,24.022,443244
2009-11-19,24.022,24.527,23.939,24.107,345960
2009-11-20,24.232,24.259,23.535,24.098,129649
2009-11-23,24.3,24.905,24.191,24.905,239502
2009-11-24,24.863,25.408,24.704,25.207,250273
2009-11-25,25.433,25.787,25.241,25.619,297989
2009-11-26,25.635,25.753,24.905,25.619,199052
2009-11-27,24.568,26.249,24.442,26.207,367241
2009-11-30,26.375,27.266,26.299,26.828,251019
2009-12-01,26.963,27.375,26.518,27.3,339714
2009-12-02,27.458,27.509,26.98,27.047,279922
2009-12-03,27.467,27.551,27.047,27.3,296299
2009-12-04,27.382,27.509,26.475,27.3,261951
2009-12-07,27.215,27.467,27.004,27.172,102402
2009-12-08,26.854,27.131,26.039,26.291,364548
2009-12-09,26.039,26.534,25.451,25.719,390930
2009-12-10,25.702,26.332,25.619,26.039,391085
2009-12-11,26.055,26.518,25.753,26.291,379550
2009-12-14,26.459,26.795,26.072,26.61,130680
2009-12-15,26.795,26.795,26.291,26.459,125386
2009-12-16,26.459,26.786,26.274,26.274,104662
2009-12-17,26.308,26.45,26.039,26.08,650686
2009-12-18,26.274,26.585,26.139,26.341,340295
2009-12-21,26.291,26.661,26.207,26.484,72759
2009-12-22,26.534,26.777,26.459,26.627,115761
2009-12-23,26.795,26.795,26.407,26.711,113824
2009-12-28,26.795,27.122,26.736,27.122,380954
2009-12-29,27.131,27.551,26.88,27.509,244647
2009-12-30,26.93,27.215,26.77,26.836,337015
2009-12-31,27.038,27.038,26.711,26.711,203752
2010-01-04,26.719,27.701,26.719,27.676,337922
2010-01-05,27.676,28.138,27.676,27.971,352645
2010-01-06,28.138,28.138,27.76,28.138,224072
2010-01-07,27.971,28.012,27.592,27.635,132696
2010-01-08,27.963,27.963,27.3,27.3,168827
2010-01-11,27.886,28.054,27.551,27.719,142646
2010-01-12,27.878,27.878,26.711,26.786,254287
2010-01-13,26.693,26.88,26.299,26.668,298406
2010-01-14,26.88,27.063,26.702,26.786,116706
2010-01-15,27.004,27.534,26.743,26.743,257632
2010-01-18,26.82,27.131,26.752,26.895,145626
2010-01-19,26.895,27.029,26.375,27.029,249688
2010-01-20,26.752,27.215,26.752,26.938,111779
2010-01-21,26.88,26.88,26.123,26.123,532740
2010-01-22,25.442,25.442,24.358,24.695,2223915
2010-01-25,24.552,24.686,24.25,24.25,452047
2010-01-26,24.098,24.098,23.098,23.562,516265
2010-01-27,23.603,24.013,23.409,23.409,707095
2010-01-28,24.064,24.064,23.518,23.518,249061
2010-01-29,23.72,23.72,23.477,23.562,317551
2010-02-01,23.518,23.762,23.166,23.233,169342
2010-02-02,23.359,23.72,23.359,23.603,288554
2010-02-03,23.939,24.132,23.518,23.518,507179
2010-02-04,23.686,23.686,22.302,22.427,387426
2010-02-05,21.83,22.133,21.209,21.805,582448
2010-02-08,22.025,22.57,21.587,21.797,279996
2010-02-09,21.923,22.183,21.838,21.923,216586
2010-02-10,22.217,22.343,21.763,21.797,231043
2010-02-11,22.032,22.107,21.436,21.436,329948
2010-02-12,21.83,22.107,21.611,21.923,248157
2010-02-15,21.94,22.065,21.763,21.897,157277
2010-02-16,22.007,22.2,21.805,21.814,219032
2010-02-17,22.174,23.016,22.091,22.973,458703
2010-02-18,22.889,23.183,22.687,22.94,182253
2010-02-19,22.712,23.048,22.435,22.696,309082
2010-02-22,23.226,23.267,22.762,22.847,215603
2010-02-23,23.335,23.343,22.259,22.679,350298
2010-02-24,22.502,22.638,22.284,22.302,146340
2010-02-25,22.302,22.629,21.041,21.486,327431
2010-02-26,21.671,22.931,21.671,22.931,605526
2010-03-01,23.098,23.267,22.78,23.107,253060
2010-03-02,23.686,23.771,23.115,23.771,342067
2010-03-03,23.896,23.939,23.544,23.813,226556
2010-03-04,23.72,24.148,23.518,23.518,215657
2010-03-05,23.603,23.939,23.518,23.914,180376
2010-03-08,24.081,24.123,23.896,24.09,283734
2010-03-09,23.939,23.981,22.931,23.771,407028
2010-03-10,23.468,24.174,23.468,23.939,331528
2010-03-11,24.191,24.191,23.813,24.107,245979
2010-03-12,24.157,24.71,23.948,24.098,474589
2010-03-15,24.191,24.358,23.695,23.754,230275
2010-03-16,23.771,24.4,23.771,24.267,218505
2010-03-17,24.611,24.988,24.434,24.568,473781
2010-03-18,24.628,25.055,24.628,24.813,495153
2010-03-19,25.072,25.182,24.241,24.988,1375050
2010-03-22,24.988,25.14,24.611,24.778,138401
2010-03-23,25.182,25.207,24.778,24.787,157997
2010-03-24,24.947,25.131,22.931,24.2,449184
2010-03-25,24.518,25.182,24.4,25.182,264749
2010-03-26,25.182,25.325,24.778,25.325,385276
2010-03-29,25.334,25.702,24.988,25.072,246697
2010-03-30,25.156,25.334,24.947,25.199,84793
2010-03-31,25.174,25.241,24.778,24.778,227300
2010-04-01,25.191,25.451,25.031,25.442,276928
2010-04-06,25.619,26.777,25.492,26.375,462983
2010-04-07,26.501,26.752,26.233,26.501,362169
2010-04-08,26.291,26.45,26.139,26.45,179199
2010-04-09,26.543,27.266,26.543,27.131,318924
2010-04-12,27.131,28.054,27.131,27.929,520415
2010-04-13,27.845,27.929,27.467,27.719,1136040
2010-04-14,27.929,27.929,27.525,27.719,208053
2010-04-15,27.845,27.845,26.88,27.509,202071
2010-04-16,27.148,27.886,27.089,27.719,397112
2010-04-19,27.139,27.139,26.308,26.752,308937
2010-04-20,26.88,27.004,26.501,26.954,254881
2010-04-21,26.963,27.3,26.752,26.795,155273
2010-04-22,26.459,26.661,25.535,25.744,241607
2010-04-23,26.123,26.283,26.039,26.249,125017
2010-04-26,26.886,27.534,26.886,27.509,247095
2010-04-27,27.063,27.802,27.063,27.676,553559
2010-04-28,26.921,27.34,26.88,26.88,222773
2010-04-29,26.88,27.3,26.88,27.223,637310
2010-04-30,27.886,28.113,27.3,27.719,536588
2010-05-04,28.012,28.096,26.459,26.711,545649
2010-05-05,26.375,27.122,26.046,26.123,705741
2010-05-06,25.619,26.021,25.031,25.366,904339
2010-05-07,24.358,25.031,24.358,24.552,554850
2010-05-10,24.787,26.299,24.787,26.249,429965
2010-05-11,26.661,26.693,26.064,26.383,310911
2010-05-12,26.459,27.635,26.375,27.038,319645
2010-05-13,27.3,27.467,26.459,26.668,271326
2010-05-14,26.777,26.862,25.702,25.702,287755
2010-05-17,25.602,25.778,25.072,25.619,290303
2010-05-18,26.332,26.332,25.661,26.039,651222
2010-05-19,25.787,25.787,24.527,24.804,514797
2010-05-20,25.115,25.199,23.518,23.562,282492
2010-05-21,23.562,24.358,23.518,24.276,548322
2010-05-24,24.51,24.804,24.031,24.434,234657
2010-05-25,23.603,24.013,23.527,23.703,576117
2010-05-26,24.064,24.947,23.981,24.947,376735
2010-05-27,24.947,25.912,24.947,25.912,199613
2010-05-28,26.039,26.752,26.039,26.668,378944
2010-05-31,26.594,26.752,26.039,26.752,94885
2010-06-01,26.416,26.442,25.956,26.055,144503
2010-06-02,26.039,27.047,25.888,26.871,205342
2010-06-04,26.921,27.3,25.719,26.375,154005
2010-06-07,25.702,26.375,25.56,26.332,201399
2010-06-08,26.425,26.459,25.543,26.425,91511
2010-06-09,26.702,26.702,26.039,26.459,144180
2010-06-10,26.459,26.786,26.046,26.752,87291
2010-06-11,26.88,27.047,26.13,26.13,157573
2010-06-14,26.627,26.627,26.207,26.207,120244
2010-06-15,26.249,26.366,25.871,26.039,88752
2010-06-16,26.627,26.627,25.787,26.283,66055
2010-06-17,26.046,26.752,25.971,25.971,160245
2010-06-18,26.039,26.459,25.619,25.619,381628
2010-06-21,26.08,26.332,25.997,26.249,66407
2010-06-22,26.207,26.416,26.046,26.291,90639
2010-06-23,26.123,26.257,25.611,25.862,73632
2010-06-24,25.912,25.921,24.947,25.619,130768
2010-06-25,25.862,25.912,25.3,25.619,74423
2010-06-28,25.619,25.787,24.964,25.081,163270
2010-06-29,25.115,25.115,24.35,24.695,168385
2010-06-30,24.778,24.879,24.232,24.232,110852
2010-07-01,24.191,24.343,23.813,23.813,355315
2010-07-02,24.174,24.358,23.981,24.241,69086
2010-07-05,24.426,24.442,24.191,24.276,44914
2010-07-06,24.536,24.863,24.527,24.695,98662
2010-07-07,24.358,24.358,24.039,24.267,163643
2010-07-08,24.704,24.863,24.568,24.653,106562
2010-07-09,24.863,25.031,24.745,24.778,82029
2010-07-12,24.82,25.737,24.778,25.199,154009
2010-07-13,25.433,26.039,24.897,24.897,150151
2010-07-14,25.871,25.871,25.334,25.535,228548
2010-07-15,25.744,26.207,25.661,26.039,203346
2010-07-16,26.123,26.233,25.787,25.956,202787
2010-07-19,25.702,26.039,25.594,25.997,56231
2010-07-20,25.787,26.021,25.366,25.787,191884
2010-07-21,25.871,26.543,25.795,26.543,342639
2010-07-22,26.442,27.047,26.224,27.047,342497
2010-07-23,27.047,27.172,26.88,27.172,223979
2010-07-26,27.3,27.3,26.727,27.013,103776
2010-07-27,27.266,27.34,27.054,27.3,229005
2010-07-28,27.3,27.34,26.88,26.88,91491
2010-07-29,26.963,27.331,26.803,26.963,88129
2010-07-30,26.963,27.207,26.668,27.157,329620
2010-08-02,27.291,27.886,27.157,27.845,351689
2010-08-03,27.845,28.054,26.921,27.845,359686
2010-08-04,27.795,28.81,27.475,28.642,353070
2010-08-05,28.39,29.314,28.39,28.39,443670
2010-08-06,28.592,28.769,27.92,27.987,104749
2010-08-09,28.323,28.39,27.719,27.719,121002
2010-08-10,27.719,27.719,26.375,26.375,391752
2010-08-11,26.375,26.61,25.956,26.13,356742
2010-08-12,26.249,26.661,25.956,26.039,232554
2010-08-13,26.45,26.492,26.123,26.123,164200
2010-08-16,26.123,26.375,26.08,26.375,53202
2010-08-17,26.366,26.752,26.123,26.711,55766
2010-08-18,26.963,26.963,26.215,26.215,95284
2010-08-19,26.459,26.618,25.956,26.383,251282
2010-08-20,25.938,26.123,25.921,26.03,96747
2010-08-23,26.014,26.407,25.912,26.03,168827
2010-08-24,25.619,25.846,24.905,24.922,218919
2010-08-25,25.199,25.349,24.922,25.031,207451
2010-08-26,25.191,25.191,24.863,25.005,184630
2010-08-27,24.997,25.274,24.973,25.005,191492
2010-08-30,25.224,25.468,24.778,25.072,119617
2010-08-31,24.485,25.039,24.259,25.039,334738
2010-09-01,25.115,25.451,24.872,25.451,208442
2010-09-02,25.787,25.787,25.233,25.233,186518
2010-09-03,25.241,25.619,25.215,25.619,156493
2010-09-06,25.879,25.879,25.535,25.535,112136
2010-09-07,25.619,25.769,25.375,25.577,63322
2010-09-08,25.526,26.407,25.476,26.291,300811
2010-09-09,26.45,26.644,26.098,26.459,276394
2010-09-10,26.459,26.585,26.299,26.585,228230
2010-09-13,26.761,26.93,26.627,26.795,217912
2010-09-14,26.88,26.88,26.299,26.627,111176
2010-09-15,26.618,26.88,26.165,26.88,138378
2010-09-16,26.551,26.736,26.308,26.736,75915
2010-09-17,26.836,26.845,26.055,26.123,425165
2010-09-20,26.189,26.702,26.189,26.702,114434
2010-09-21,26.711,26.88,26.543,26.812,126006
2010-09-22,26.711,26.836,26.249,26.492,108006
2010-09-23,26.332,26.375,25.669,26.207,118365
2010-09-24,26.123,26.509,25.753,26.509,113755
2010-09-27,26.543,26.627,26.207,26.332,136817
2010-09-28,26.139,26.274,25.702,25.702,78795
2010-09-29,25.611,26.123,25.611,25.971,193349
2010-09-30,25.997,26.207,25.702,26.207,205590
2010-10-01,26.207,26.459,25.619,25.619,163822
2010-10-04,25.871,25.938,25.215,25.693,219983
2010-10-05,25.661,26.291,25.366,26.291,147288
2010-10-06,26.332,26.459,26.123,26.123,151136
2010-10-07,26.375,26.375,25.619,25.619,110820
2010-10-08,25.871,26.014,25.644,25.956,93112
2010-10-11,26.207,26.207,25.846,26.039,58962
2010-10-12,25.795,25.871,25.577,25.837,196873
2010-10-13,25.879,26.156,25.837,26.106,440299
2010-10-14,26.198,26.366,25.98,26.039,480317
2010-10-15,26.039,26.24,25.366,25.366,164130
2010-10-18,25.501,25.905,25.468,25.737,80029
2010-10-19,25.577,25.702,25.459,25.619,222549
2010-10-20,25.51,25.594,25.3,25.543,122845
2010-10-21,25.492,25.912,25.408,25.408,128628
2010-10-22,25.451,25.737,25.325,25.619,115813
2010-10-25,25.778,26.03,25.744,26.03,95276
2010-10-26,25.871,25.871,25.476,25.526,157733
2010-10-27,25.526,25.787,25.526,25.702,290880
2010-10-28,25.803,25.821,25.577,25.577,39160
2010-10-29,25.577,25.761,25.383,25.433,93088
2010-11-02,25.653,25.997,25.433,25.761,202480
2010-11-03,25.719,25.947,25.719,25.769,267421
2010-11-04,26.215,27.592,26.215,27.34,1274257
2010-11-05,27.635,27.92,27.467,27.76,668823
2010-11-08,27.802,27.963,27.39,27.509,139614
2010-11-09,27.525,27.71,27.399,27.618,239867
2010-11-10,27.719,27.719,26.963,27.172,177339
2010-11-12,26.88,27.291,26.627,27.215,280543
2010-11-15,27.215,27.592,27.122,27.592,123731
2010-11-16,27.3,27.34,26.727,26.88,425393
2010-11-17,26.543,26.862,26.459,26.743,118320
2010-11-18,26.88,26.954,26.761,26.88,115645
2010-11-19,26.954,27.08,26.207,26.627,250611
2010-11-22,26.644,27.131,26.375,26.594,270440
2010-11-23,26.207,26.711,26.207,26.711,121684
2010-11-24,26.711,26.886,26.375,26.375,95061
2010-11-25,26.543,26.693,26.383,26.585,64856
2010-11-26,26.668,26.82,26.123,26.291,167274
2010-11-29,26.308,26.459,25.956,26.442,94788
2010-11-30,26.501,27.047,26.249,26.249,223730
2010-12-01,26.711,26.77,26.466,26.627,193225
2010-12-02,26.921,27.029,26.459,26.459,158264
2010-12-03,26.585,26.93,26.543,26.661,88457
2010-12-06,26.88,26.88,26.484,26.627,356751
2010-12-07,27.215,27.971,27.207,27.382,1148378
2010-12-08,27.592,27.862,27.34,27.836,289392
2010-12-09,27.854,29.516,27.854,28.769,1520829
2010-12-10,29.189,29.516,29.114,29.298,443411
2010-12-13,29.475,30.658,29.475,30.154,390345
2010-12-14,30.239,30.239,29.273,29.819,331209
2010-12-15,29.811,30.372,29.407,30.372,494512
2010-12-16,30.415,30.994,30.415,30.743,508241
2010-12-17,30.927,31.792,30.767,31.792,621136
2010-12-20,31.499,31.583,30.743,31.33,203880
2010-12-21,31.414,31.792,31.078,31.246,259322
2010-12-22,31.137,31.499,31.137,31.405,193690
2010-12-23,31.163,31.49,31.163,31.456,181584
2010-12-27,31.583,31.75,31.213,31.246,109937
2010-12-28,31.414,31.499,30.994,30.994,188701
2010-12-29,31.33,31.373,31.011,31.187,469008
2010-12-30,31.289,31.289,30.869,30.869,524778
2010-12-31,30.954,30.954,30.372,30.533,222921
2011-01-03,30.406,31.321,30.406,31.321,420130
2011-01-04,31.33,31.414,31.103,31.163,395350
2011-01-05,31.07,31.07,29.776,30.566,1201595
2011-01-07,30.743,30.743,29.811,29.861,181722
2011-01-10,29.575,30.239,29.407,30.239,150775
2011-01-11,30.322,30.649,30.322,30.397,188986
2011-01-12,30.649,31.583,30.406,31.583,281236
2011-01-13,31.625,31.75,31.112,31.625,273025
2011-01-14,31.541,32.205,31.078,32.146,259958
2011-01-17,32.086,32.758,31.959,32.329,297636
2011-01-18,32.506,33.137,32.506,32.985,441304
2011-01-19,33.179,33.573,33.094,33.229,455792
2011-01-20,32.927,33.17,32.095,32.17,375981
2011-01-21,32.338,33.254,32.086,33.044,261603
2011-01-24,33.179,33.354,32.355,32.355,273335
2011-01-25,32.715,32.927,32.018,32.018,140758
2011-01-26,32.406,33.263,32.255,33.085,193524
2011-01-27,33.179,33.179,32.767,32.993,80186
2011-01-28,32.976,35.858,32.952,35.11,2047709
2011-01-31,34.607,34.859,34.228,34.648,429243
2011-02-01,34.85,35.53,34.782,35.195,734752
2011-02-02,35.698,35.782,35.211,35.328,301007
2011-02-03,35.656,36.244,35.278,35.278,331277
2011-02-04,35.656,36.076,34.622,34.69,572237
2011-02-07,34.859,34.859,34.035,34.59,213765
2011-02-08,34.607,34.85,34.446,34.455,383366
2011-02-09,34.439,34.514,34.119,34.203,548467
2011-02-10,34.127,34.136,33.893,34.009,366221
2011-02-11,34.06,34.582,33.85,34.396,132106
2011-02-14,35.27,35.27,34.396,34.564,144240
2011-02-15,34.959,35.447,34.026,34.026,161557
2011-02-16,34.026,34.421,34.026,34.144,338429
2011-02-17,34.144,34.354,33.85,34.018,269545
2011-02-18,34.018,34.018,33.01,33.724,552790
2011-02-21,33.724,33.724,32.884,33.43,417449
2011-02-22,33.204,33.522,32.859,33.263,236323
2011-02-23,33.179,34.421,33.17,34.421,221589
2011-02-24,34.052,35.085,33.901,33.901,588727
2011-02-25,34.396,34.841,33.699,33.885,111824
2011-02-28,34.018,34.312,33.271,33.826,610609
2011-03-01,33.808,34.312,33.699,33.808,285475
2011-03-02,33.767,34.95,33.674,34.95,247971
2011-03-03,34.8,35.22,34.345,35.11,878839
2011-03-04,35.27,35.614,34.9,35.429,501668
2011-03-07,35.447,36.429,35.278,36.286,481657
2011-03-08,36.462,36.497,36.076,36.37,948055
2011-03-09,35.74,36.362,35.74,36.11,385547
2011-03-10,35.782,35.782,35.027,35.027,234126
2011-03-11,34.69,34.817,34.162,34.439,346527
2011-03-14,34.439,35.523,34.33,35.261,430518
2011-03-15,35.102,35.102,34.187,34.564,677467
2011-03-16,34.564,34.917,34.354,34.455,157617
2011-03-17,34.582,35.429,34.582,35.246,223748
2011-03-18,35.573,36.118,35.447,36.118,632028
2011-03-21,36.286,36.286,35.782,36.025,201323
2011-03-22,36.025,36.286,35.656,35.966,128667
2011-03-23,35.966,36.261,35.949,36.135,115372
2011-03-24,36.194,36.202,35.992,36.033,444801
2011-03-25,36.37,36.782,36.177,36.639,200950
2011-03-28,36.706,36.949,36.706,36.874,225919
2011-03-29,36.874,37.185,36.706,36.807,211874
2011-03-30,37.211,37.211,36.833,36.992,225303
2011-03-31,37.126,37.126,36.319,37.084,404879
2011-04-01,37.084,38.092,36.957,37.798,492127
2011-04-04,38.05,38.882,37.798,38.637,255267
2011-04-05,38.806,39.058,38.404,38.965,202850
2011-04-06,39.058,40.822,38.973,40.738,491107
2011-04-07,40.654,40.864,40.107,40.275,336667
2011-04-08,40.317,40.738,40.317,40.528,627672
2011-04-11,40.729,41.108,40.099,40.571,588403
2011-04-12,40.402,40.486,39.31,39.771,614148
2011-04-13,40.235,40.444,39.898,40.275,1202359
2011-04-14,40.486,40.486,40.066,40.235,201489
2011-04-15,40.553,40.571,40.159,40.309,198249
2011-04-18,40.528,40.688,39.898,40.579,413501
2011-04-19,40.528,40.571,40.151,40.402,100348
2011-04-20,40.571,41.326,40.444,41.326,364933
2011-04-21,41.158,41.577,40.906,41.51,72570
2011-04-26,41.158,41.158,40.738,41.149,193576
2011-04-27,41.158,41.158,40.611,40.822,365706
2011-04-28,40.99,40.99,40.235,40.309,102121
2011-04-29,40.309,40.317,39.771,39.907,312281
2011-05-02,40.066,40.317,36.202,39.478,121867
2011-05-04,39.469,39.469,37.882,38.218,1088545
2011-05-05,37.79,38.168,36.917,37.722,751307
2011-05-06,37.713,38.285,37.126,37.949,431788
2011-05-09,38.218,38.538,38.142,38.47,594985
2011-05-10,38.47,39.101,38.47,39.008,845437
2011-05-11,39.646,39.771,38.815,38.891,638124
2011-05-12,38.008,38.513,37.798,38.126,630795
2011-05-13,38.637,39.058,38.31,39.041,406216
2011-05-16,39.058,39.058,38.655,38.806,460331
2011-05-17,38.806,38.806,38.134,38.218,214507
2011-05-18,38.637,39.083,38.386,38.604,896399
2011-05-19,38.554,39.226,38.268,38.454,142741
2011-05-20,38.923,39.101,38.637,38.637,253944
2011-05-23,37.722,38.05,37.722,37.966,694364
2011-05-24,37.841,38.41,37.798,38.075,785145
2011-05-25,37.757,37.882,37.672,37.757,1448860
2011-05-26,38.268,38.546,38.05,38.327,362930
2011-05-27,38.587,38.973,38.352,38.973,216817
2011-05-30,38.973,39.184,38.713,39.058,66857
2011-05-31,39.142,39.293,38.982,39.226,555122
2011-06-01,39.251,39.369,39.142,39.268,292523
2011-06-02,39.151,39.268,38.731,39.058,134373
2011-06-03,39.058,39.058,38.764,39.058,359218
2011-06-06,39.058,39.058,38.47,38.722,149252
2011-06-07,39.101,39.226,38.907,39.184,122592
